"nid","title","field_tipo","field_p_gina_inicial","field_dg","field_disciplina_de_p_s_gradua_o","field_professor_a_texto","field_data_expira_home","field_corpo|value","field_corpo|format"
"1552","Submissão das fichas de AACC","licenciatura/quadro",NA,"","","","2018-07-20","<p>Caro aluno,</p>

<p>encontra-se aberto <span style=""background-color:transparent; color:rgb(51, 51, 51); font-family:sans-serif,arial,verdana,trebuchet ms; font-size:13px"">o</span><span style=""background-color:transparent; color:rgb(51, 51, 51); font-family:sans-serif,arial,verdana,trebuchet ms; font-size:13px""> formulário eletrônico</span> <span style=""background-color:transparent; color:rgb(51, 51, 51); font-family:sans-serif,arial,verdana,trebuchet ms; font-size:13px"">para </span><strong>submissão on-line</strong><span style=""background-color:transparent; color:rgb(51, 51, 51); font-family:sans-serif,arial,verdana,trebuchet ms; font-size:13px""> </span><span style=""background-color:transparent; color:rgb(51, 51, 51); font-family:sans-serif,arial,verdana,trebuchet ms; font-size:13px"">fichas de AACC</span> <strong>até o dia 20 de julho de 2018</strong>. Para entrega das fichas de AACC <strong>pessoalmente na secretaria</strong> o período será de <strong>16 a 20 de julho de 2018</strong>.</p>

<p>As reuniões com a Comissão para análise dos processos de AACC são realizadas sempre ao final de cada semestre letivo (data da reunião à confirmar), após esse período o aluno deverá checar o sistema Jupiterweb para verificar as horas de AACCs concedidas.</p>

<p>Saiba mais em: <a href=""http://filosofia.fflch.usp.br/licenciatura/submissao"">http://filosofia.fflch.usp.br/licenciatura/submissao</a></p>

<p> </p>","full_html"
"1549","Edital de seleção para ingresso no Programa de Pós-graduação em Filosofia em 2019","posgraduacao/quadro",NA,"","","","2018-08-10","<p>O Edital do Programa de Pós-graduação em Filosofia para ingresso no ano de 2019 já se encontra disponível.</p>

<p>Saiba mais: <a href=""http://filosofia.fflch.usp.br/posgraduacao/processoseletivo"">http://filosofia.fflch.usp.br/posgraduacao/processoseletivo</a></p>","full_html"
"1541","Resultado da seleção para Estudante Especial – 2º Semestre de 2018","posgraduacao/quadro",NA,"","","","2018-07-20","<p><strong>FLF5238 - História da Filosofia Antiga (O Tratado Aristotélico da Amizade)<br />
Profs. Drs. Marco Zingano e Daniel Mark Wolt</strong></p>

<p>Deferido:</p>

<p>- Alessandro Baungartner</p>

<p> </p>

<p><strong>FLF5242 Filosofia da Linguagem (Fenomenologia, física e matemática – uma leitura dos capítulos X-XXII das Observações Filosóficas de Wittgenstein)</strong><br />
<strong>Profs. João Vergílio G. Cuter e Anderson Luis Nakano</strong></p>

<p>Deferido:</p>

<p>Rogério Fernandes Martins</p>

<p> </p>

<p><strong>FLF5236 - História da Filosofia Moderna (Suárez - Wolff - Kant: da “Scientia Transcendens” à Filosofia Transcendental)<br />
Profs. Márcio Suzuki e Constantino Esposito</strong></p>

<p>Deferidos:</p>

<p>Fernando Schlithler da Fonseca Cardoso<br />
Leticia Stephany Vieira<br />
Thiago Barisson de Mello Oliveira</p>

<p> </p>

<p><strong>FLF5237 Estética (Beleza e conhecimento na psicologia empírica do Século XVIII)<br />
Prof. Oliver Tolle</strong></p>

<p>Deferidos:</p>

<p>Juliano Bonamigo Ferreira de Souza<br />
Maisa Lovo Pilla<br />
Neusa Monteiro</p>

<p> </p>

<p><strong>FLF5056 História da Filosofia Antiga (Figuras de Sócrates)<br />
Prof. Roberto Bolzani Filho</strong></p>

<p>Deferido:</p>

<p>Shirlei Maria Horta</p>

<p>Indeferidos:</p>

<p>Samuel Santos da Silva<br />
Sandra Paula Dias Gomes</p>

<p> </p>

<p><strong>FLF5239 Filosofia Geral (Materialismos?)<br />
Profas. Maria das Graças de Souza e Maria Lúcia Cacciola</strong></p>

<p>Deferidos:</p>

<p>Daniel da Silva Luz<br />
Keller Reis Figueiredo<br />
Paulo Roberto Camargo do Amaral<br />
Rafael Araujo de Castro<br />
Viviane Cristina Rodrigues Carnizelo</p>

<p> </p>

<p><strong>FLF5240 Filosofia da Ciência (Ludwik Fleck e os Estilos de Pensamento Científico)<br />
Prof. Valter Alnis Bezerra</strong></p>

<p>Deferidos:</p>

<p>Jo Camilo de Fernandes<br />
Ruy Fernando Gomes Leme Cavalheiro</p>

<p> </p>

<p><strong>FLF5241 Teoria das Ciências Humanas (Revolução Política, instauração estética: arqueologia do tempo histórico em ruptura)<br />
Prof. Vladimir Safatle</strong></p>

<p>Deferidos:</p>

<p>Ana Paula Vicente de Oliveira<br />
Carine Gomes Cardim Laser<br />
Guilherme Henrique Nakamoto<br />
Ítalo da Silva Alves<br />
Juliana Siqueira Franco<br />
Lais Rocha Tenório<br />
Marcia Regina Carvalho da Silva<br />
Marcos Vinícius Rodrigues de Carvalho<br />
Paulo Roberto Camargo do Amaral</p>

<p> </p>

<p><strong>FLF5235 Ética e Filosofia Política (A democracia e o poder do não)<br />
Profa. Silvana de Souza Ramos</strong></p>

<p>Deferidos:</p>

<p>Carlos Henrique de Souza Arantes<br />
Eduardo Cardoso<br />
Gabriela Ribeiro Maia<br />
Luciana Previtalli Alves de Mello<br />
Sidarta Borges Martins</p>","full_html"
"1517","Tema para trabalho final","graduacao/quadro","1","FLF0415 História da Filosofia Antiga III","","Prof. Dr. Marco Antonio de A. Zingano","2018-06-26","<p><span style=""font-family:georgia,serif""><span style=""color:rgb(34, 34, 34); font-size:12.8px"">Prezados Alunos & Alunas,</span></span></p>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">Em anexo <strong>[link: <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2018-1/prova.pdf""><em>Proposta de reflexão</em></a>] </strong></span><span style=""color:rgb(34, 34, 34); font-family:georgia,serif; font-size:12.8px"">está a prova</span><span style=""font-family:georgia,serif"">, ou melhor: uma proposta de reflexão. São dois problemas conectados. Peço que cada um desenvolva uma reflexão sobre o tema, em poucas páginas (em torno de 3, 4 páginas), e a entregue na Secretaria, até o dia <strong>26/06</strong>.</span></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">No <em>Filebo</em>, ao tratar dos prazeres falsos, Platão investiga a natureza dos prazeres antecipatórios. Não é necessário examinar o <em>Filebo</em>, mas quem o ler verá que há ali elementos muito úteis.</span></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">O conto dos Irmãos Grimm me foi sugerido por um artigo de <strong>Dorothea Frede</strong>:</span></div>

<div class=""rteindent1"" style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif""><em>Rumpelstiltskin's Pleasures: true and false pleasures in Plato's </em>Philebus (Phronesis 1985 vol. 30 n. 2 pp. 151-80).</span></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">Aconselho a quem o consultar ler também o seguinte texto de <strong>Cynthia Hampton</strong>:</span></div>

<div class=""rteindent1"" style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif""><em>Pleasure, Truth and Being in Plato's </em>Philebus<em>: a reply to Professor Frede</em> (Phronesis 1987 vol. 32 n. 2 pp. 253-62).</span></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">Peço a gentileza de divulgarem este e-mail a outros alunos que estavam no curso, cujos e-mails, porém, não figuram na listagem oficial.</span></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">Por fim, trata-se de um problema que, desde Platão, é retomado pela filosofia e que está conectado a várias outras questões. Na filosofia analítica, a retomada deste problema foi em muito motivada pelo livro de Gilbert Ryle, <em>The Concept of Mind, </em>que data de 1949. Há outras tendências, porém, e cabe a cada um fazer suas próprias escolhas.</span></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">Atenciosamente,</span></div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><span style=""font-family:georgia,serif"">Marco Zingano</span></div>","full_html"
"1514","Tema para trabalho final","graduacao/quadro",NA,"FLF0218 Estética I","","Prof. Dr. Ricardo Nascimento Fabbrini ","2018-06-28","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/doc.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2018-1/trabalho%20de%20EsteticaI%202018.doc"">baixar tema para trabalho</a></p>

<p>Entrega do trabalho (somente em versão impressa).</p>

<p><strong>Local de entrega:</strong> secretaria.</p>

<ul>
	<li>Turma da Tarde: Dia 26/06/2018, terça-feira. Das 14:00 às 18:00h.</li>
	<li><span style=""background-color:Yellow"">Turma da Noite: Dia 28/06/2018, quinta-feira até às 20h na secretaria.<a href=""#1""><sup>[1]</sup></a></span></li>
</ul>

<p><strong>Limite do texto:</strong> 14.700 caracteres com espaços.</p>

<p><a id=""1"" name=""1"">[1]</a> Alteração em razão do jogo do Brasil pela Copa na quarta-feira.</p>","full_html"
"1513","Avaliação e materiais complementares","graduacao/quadro",NA,"FLF0441 Filosofia Geral III","","Prof. Dr. Maurício de Carvalho Ramos","2018-07-06","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/doc.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2018-1/Avalia%C3%A7%C3%A3o%20de%20Filosofia%20Geral%20III.docx"">baixar avaliação</a></p>

<p><strong>Data de entrega:</strong> 06/07/18, por <strong>e-mail</strong>: <a href=""mailto:maucramos@gmail.com"">maucramos@gmail.com</a></p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/clip.png"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2018-1/Filosofia%20Geral%20III.zip"">Materiais complementares</a> <br />
<img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/doc.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2018-1/TEMA-ROTEIRO%205%20CENTRO%20FLUIDICO%20PALING.docx"">TEMA-ROTEIRO 5 </a>(faltante)</p>","full_html"
"1512","Avaliação e materiais complementares","graduacao/quadro",NA,"FLF0449 Filosofia e História da Ciência Moderna","","Prof. Dr. Maurício de Carvalho Ramos","2018-06-29","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/doc.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2018-1/AVAL%20FIL%20HIST%20CIE%20MODER%202018.docx"">baixar avaliação</a></p>

<p><strong>Data de entrega:</strong> 29/06/18, por <strong>e-mail</strong>: <a href=""mailto:maucramos@gmail.com"">maucramos@gmail.com</a></p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/clip.png"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/trabalhos/2018-1/FILOSOFIA%20E%20HIST%C3%93RIA%20DA%20CI%C3%8ANCIA%20MODERNA.zip"">Materiais complementares</a></p>

<p> </p>","full_html"
"1508","Tema para trabalho final","graduacao/quadro",NA,"FLF0503 Estética IV","","Prof. Dr. Marco Aurélio Werle","2018-07-02","<p><strong>Avaliação final do curso:</strong> “Dissertação sobre a estética de Hegel”.</p>

<p><strong>Data de entrega</strong> (somente em versão impressa): <strong>02/07/2018</strong>.</p>

<p><strong>Formato:</strong> Times New Roman, tamanho 12, espaço 1,5; 3 cm de margem (inferior, superior, esquerda, direita), sem capa, sem negritos e sublinhados no corpo do texto; são permitidos itálicos (mas não em profusão). Tamanho máximo de 8 páginas.</p>","full_html"
"1424","Aviso sobre aula, dúvidas e trabalho final","graduacao/quadro",NA,"FLF0481 História da Filosofia Moderna IV","","Prof. Dr. Pedro Paulo Garrido Pimenta","2018-06-29","<ul>
	<li>Haverá aula dia 05 de Junho, terça-feira, à tarde e à noite.</li>
	<li>A data-limite para entrega do trabalho fica mantida para 29 de junho, sexta-feira, até as 19h.</li>
	<li>O professor estará à disposição dos estudantes para dúvidas e comentários dias 19 e 26 de Junho, na sala 1015, entre 14h -17h e 19h30-21h30.</li>
</ul>","full_html"
"1423","Tema para trabalho final","graduacao/quadro",NA,"FLF0278 Teoria das Ciências Humanas I","","Prof. Dr. Eduardo Brandão","2018-07-02","<p><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">Faça uma dissertação a partir da seguinte passagem da </span><em>Dialética do esclarecimento:</em></p>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><em>""A epopeia já contém a teoria correcta. O património cultural está em exacta correlação com o trabalho comandado, e ambos se baseiam na inescapável compulsão à dominação social da natureza."" </em>(Trecho extraído do capítulo <em>O conceito de esclarecimento</em>).</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><strong>Tamanho:</strong> 15000 caracteres com espaço.</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""><strong>Data de entrega:</strong> 02/07/2018</div>","full_html"
"1414","Informações sobre inscrição para Aluno Especial da Pós-graduação do 2º semestre de 2018","posgraduacao/quadro",NA,"","","","2018-06-08","<p>Acesse: <a href=""http://filosofia.fflch.usp.br/posgraduacao/alunoespecial"">http://filosofia.fflch.usp.br/posgraduacao/alunoespecial</a></p>","full_html"
"1413","Grade horária da Pós-graduação do 2º semestre 2018","posgraduacao/quadro",NA,"","","","2018-07-20","<p>Acesse: <a href=""http://filosofia.fflch.usp.br/posgraduacao/semestreatual"">http://filosofia.fflch.usp.br/posgraduacao/semestreatual</a></p>","full_html"
"1411","Resultado da seleção conjunta PIC/PET","ic/quadro",NA,"","","","2018-05-23","<h3>Candidatos selecionados PIC </h3>

<p>Prezados alunos,</p>

<p>o contato com o Orientador designado deverá ser feito pelo próprio aluno interessado. </p>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th class=""rtecenter"" scope=""col"" style=""height:20px; text-align:center; vertical-align:middle""><strong>Aluno</strong></th>
			<th scope=""col"" style=""height:20px; text-align:center; vertical-align:middle"">
			<p class=""rtecenter""><strong>Orientador</strong></p>
			</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td>
			<p>Amanda Moura Fernandez</p>
			</td>
			<td>
			<p><strong>Homero Santiago</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>André Saponava Vianna Kfouri</p>
			</td>
			<td>
			<p><strong>João Vergílio Gallerani Cuter</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>André Snajder</p>
			</td>
			<td>
			<p><strong>Maurício Keinert</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>André Vilins</p>
			</td>
			<td>
			<p><strong>Luiz Sérgio Repa</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Anna Carolina Martins Ribeiro</p>
			</td>
			<td>
			<p><strong>Ricardo Nascimento Fabbrini</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Augusto Spoto</p>
			</td>
			<td>
			<p><strong>Ricardo Nascimento Fabbrini</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Cristiane Fernanda de Moura</p>
			</td>
			<td>
			<p><strong>Alex de Campos Moura</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Daniel da Silva Bernardo</p>
			</td>
			<td>
			<p><strong>Ricardo Nascimento Fabbrini</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Daniele Elene Corte Cardoso</p>
			</td>
			<td>
			<p><strong>Silvana Ramos</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Dimas Moreno Soares de Siqueira</p>
			</td>
			<td>
			<p><strong>Marco Antônio Zingano</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Elizete Waughan da Silva</p>
			</td>
			<td>
			<p><strong>Silvana Ramos</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Gabriel Pedreira de Freitas Catapano</p>
			</td>
			<td>
			<p><strong>Carlos Eduardo de Oliveira</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Gisele Zanola Carvalho</p>
			</td>
			<td>
			<p><strong>Luiz Sérgio Repa</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Gustavo Santos Mota</p>
			</td>
			<td>
			<p><strong>Alex de Campos Moura</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Henrique Breviglieri Suguihura</p>
			</td>
			<td>
			<p><strong>Maurício Keinert</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Isabela Dillenburg Roncato</p>
			</td>
			<td>
			<p><strong>Ricardo Terra</strong></p>
			</td>
		</tr>
		<tr>
			<td>Jacqueline Pereira</td>
			<td><strong>Alex de Campos Moura</strong></td>
		</tr>
		<tr>
			<td>Lucas Haddad Bigaton</td>
			<td><strong>Roberto Bolzani</strong></td>
		</tr>
		<tr>
			<td>
			<p>Luíza Bartalini França</p>
			</td>
			<td>
			<p><strong>Ricardo Nascimento Fabbrini</strong></p>
			</td>
		</tr>
		<tr>
			<td>Pedro de Carvalho Naletto</td>
			<td><strong>Ricardo Nascimento Fabbrini</strong></td>
		</tr>
		<tr>
			<td>
			<p>Pedro Henrique Marques Silva Mauad</p>
			</td>
			<td>
			<p><strong>Marco Aurélio Werle</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Pedro Henrique Zanardo Diaz</p>
			</td>
			<td>
			<p><strong>Eduardo Brandão</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Ramon Ordonhes Adriano Ribeiro</p>
			</td>
			<td>
			<p><strong>Eduardo Brandão</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Rodrigo de Oliveira Figueiredo</p>
			</td>
			<td>
			<p><strong>Pedro Paulo Pimenta</strong></p>
			</td>
		</tr>
		<tr>
			<td>
			<p>Vaner Muniz Ferreira</p>
			</td>
			<td>
			<p><strong>Marco Aurélio Werle</strong></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>

<h3>Candidatos selecionados  PET</h3>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th class=""rtecenter"" scope=""col"" style=""height:20px; text-align:center; vertical-align:middle"">Alunos</th>
			<th class=""rtecenter"" scope=""col"" style=""height:20px; text-align:center; vertical-align:middle"">Programa</th>
			<th class=""rtecenter"" scope=""col"" style=""height:20px; text-align:center; vertical-align:middle"">Ordem</th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Mariana Ribeiro dos Santos Kurowski</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>1</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Maria Luiza Lima Seabra</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>2</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Julia Bessada Rodrigues Amaral</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>3</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Bruno Oberlander Erbella</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>4</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Willi Roger Sousa da Silva</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>5</strong></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>

<h3>Lista de espera  PET</h3>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<thead>
		<tr>
			<th class=""rtecenter"" scope=""col"" style=""height:20px; text-align:center; vertical-align:middle""><strong>Alunos</strong></th>
			<th class=""rtecenter"" scope=""col"" style=""height:20px; text-align:center; vertical-align:middle""><strong>Programa</strong></th>
			<th class=""rtecenter"" scope=""col"" style=""height:20px; text-align:center; vertical-align:middle""><strong>Ordem</strong></th>
		</tr>
	</thead>
	<tbody>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Gabriel Augusto Santos Meyer</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>6</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Rodrigo Mortara Almeida</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>7</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""height:20px; width:271px"">
			<p>Flavio Alves Pereira de Andrade Filho</p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>PET</strong></p>
			</td>
			<td style=""height:20px; width:64px"">
			<p class=""rtecenter""><strong>8</strong></p>
			</td>
		</tr>
	</tbody>
</table>

<p> </p>

<p><strong>Candidatos não selecionados</strong></p>

<p>Igor Kaizo Tatsuno<br />
Mateus Matos Tormin<br />
Ian Amar<br />
Laila Manuelle Neves Cadete<br />
Talita Siqueira Cavaignac<br />
João Carlos Fonseca</p>

<div> </div>","full_html"
"1388","Aviso sobre aula","graduacao/quadro",NA,"FLF0218 Estética I","","Prof. Dr. Ricardo Nascimento Fabbrini ","2018-05-23","<p>Não haverá aula da disciplina nos dias 22 e 23 de maio de 2018<br />
A reposição já foi realizada anteriormente.</p>","full_html"
"1384","Tema para trabalho final","graduacao/quadro",NA,"FLF0115 Introdução à Filosofia I","","Prof. Dr. Maurício Cardoso Keinert","2018-07-02","<p><strong>Tema do Trabalho Final – Introdução à Filosofia I</strong></p>

<p><strong>Prof. Dr. Maurício Keinert</strong></p>

<p>Tendo em vista o que foi analisado e discutido ao longo <strong>das aulas expositivas</strong>, comente, na forma de uma dissertação, o seguinte trecho da <em>Crítica da razão pura</em>:</p>

<p>Eu entendo aqui, contudo, não uma crítica dos livros e sistemas, mas sim da faculdade da razão em geral, com vistas a todos os conhecimentos que ela pode atingir <em>independentemente de toda experiência</em> e, portanto, a decisão sobre a possibilidade ou impossibilidade de uma metafísica em geral e a determinação, sempre a partir de princípios, tanto das fontes como do começo e dos limites da mesma.</p>

<p>KANT, I. <em>Crítica da razão pura</em>. Trad. Fernando Mattos. Petrópolis: Vozes, 2012. p. 19-A XII.</p>

<p><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/arquivos/Tema%20do%20Trabalho%20Final%20Introdu%C3%A7%C3%A3o%20%C3%A0%20Filosofia%20I%202018.docx"">Baixar arquivo</a></p>

<p>Observações:</p>

<ol>
	<li>O trabalho deve ter <strong>no máximo</strong> 5 (cinco) páginas.</li>
	<li>Fonte: Times new Roman, 12, espaçamento 1,5 ou 2,0.</li>
	<li>Deve possuir <strong>título e bibliografia.</strong></li>
</ol>

<p><strong>Data e Local de entrega: 02/07/2018 na Secretaria do Departamento de Filosofia</strong></p>","full_html"
"1366","Entrevistas para a Seleção Conjunta PIC/PET","ic/quadro",NA,"","","","2018-05-16","<p><strong><span style=""color:#4B0082"">DIA 14/05/2018 - SALA 1031</span><br />
HORÁRIO DAS 14:00 </strong><br />
Bruno Oberlander Erbella<br />
Flávio Alves Pereira de Andrade Filho<br />
Gabriel Augusto Santos Meyer<br />
Júlia Bessada Rodrigues Amaral<br />
Maria Luiza Lima Seabra<br />
Mariana Ribeiro dos Santos Kurowski<br />
Rodrigo Mortara Almeida<br />
Willi Roger Sousa da Silva<br />
 <br />
<strong>HORÁRIO DAS 19:30 </strong><br />
Amanda Moura Fernandes<br />
André Saponara Vianna Kfouri<br />
André Snajder<br />
André Vilins<br />
Anna Carolina Martins Ribeiro<br />
Augusto Spoto<br />
Cristiane Fernanda de Moura<br />
Ramon Ordonhes Adriano Ribeiro<br />
 <br />
<strong><span style=""color:#4B0082"">DIA 15/05/2018 - SALA 1035</span><br />
HORÁRIO DAS 14:00</strong><br />
Igor Kaizo Tatsuno<br />
Lucas Haddad Bigaton<br />
Luíza Bartalini França<br />
Mateus Matos Tormin<br />
Pedro de Carvalho Naletto<br />
Pedro henrique Marques Silva Mauad<br />
Pedro Henrique Zanardo Diaz<br />
Daniel da Silva Bernardo<br />
 <br />
<strong>HORÁRIO DAS 19:30</strong><br />
Daniele Elene Corte Cardoso<br />
Dimas Moreno Soares de Siqueira<br />
Elizete Waughan da Silva<br />
Gabriel Pedreira de Freitas Catapano<br />
Gisele Zanola Carvalho<br />
Gustavo Santos Mota<br />
Henrique Breviglieri Suguihura<br />
Ian Amar<br />
 <br />
<span style=""color:#4B0082""><strong>DIA 16/05/2018 - SALA 1035</strong></span><br />
<strong>HORÁRIO DAS 19:30</strong><br />
Isabela Dillenburg Roncato<br />
Jacqueline Pereira<br />
João Carlos Fonseca<br />
Laila Manuelle Neves Cadete<br />
Talita Siqueira Cavaignac<br />
Vaner Muniz Ferreira<br />
Emanuel  Lima de Souza</p>","full_html"
"1364","RENOVAÇÃO IC - 2018/2019","ic/quadro",NA,"","","","2018-05-17","<p>Prezados alunos,</p>

<p>De <strong>15 a 17 de maio</strong> estará reaberto o formulário para solicitação de RENOVAÇÃO para bolsistas e não bolsistas do Programa de Iniciação Científica, PUB e demais modalidades (exceto PET) para aqueles que ainda não efetuaram sua renovação e desejam continuar no programa. Fiquem atento aos prazos.</p>

<p><a href=""http://filosofia.fflch.usp.br/ic/renovacao"">http://filosofia.fflch.usp.br/ic/renovacao</a></p>","full_html"
