"nid","title","field_inicial","body"
"2196","A importância da França para as Ciências Humanas e a Filosofia no Brasil","2","<p class=""rtejustify""><strong>Heitor Shimizu, de Lyon | Agência FAPESP </strong> – As estreitas relações entre Brasil e França no ensino e na pesquisa em Filosofia foram destacadas pelos participantes de uma sessão de palestras ocorrida durante a FAPESP Week France.<img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/photo.jfif"" style=""float:right; height:190px; margin:20px; width:295px"" /></p>

<p class=""rtejustify"">“Não podemos deixar de reconhecer que as Ciências Humanas e a Filosofia no Brasil estão fortemente ligadas com a França em sua origem. Desde a criação da primeira universidade pública em São Paulo, em 1934 [Universidade de São Paulo], seus fundadores entenderam que, sem contribuições de centros universitários mais bem estabelecidos, seria impossível superar a distância cultural que nos separava desses centros e alcançar o ideal de modernização do Brasil, para o qual a abertura de universidades foi decisiva”, disse <strong><a href=""https://bv.fapesp.br/pt/pesquisador/90903/sergio-cardoso"" target=""_blank"">Sérgio Cardoso</a></strong>, professor da Faculdade de Filosofia, Letras e Ciências Humanas da Universidade de São Paulo (FFLCH-USP).</p>

<p class=""rtejustify""><strong>+</strong> <strong><a href=""http://agencia.fapesp.br/a-importancia-da-franca-para-as-ciencias-humanas-e-a-filosofia-no-brasil/32012/"" target=""_blank"">LEIA MAIS</a></strong></p>

<p class=""rtejustify""> </p>

<p class=""rtejustify"">Este texto foi originalmente publicado por <a href=""http://agencia.fapesp.br/"">Agência FAPESP</a> de acordo com a <a href=""https://creativecommons.org/licenses/by-nd/4.0/"">licença Creative Commons CC-BY-NC-ND</a>. </p>

<p> </p>
"
"2143","5º Prêmio ABEU (2019)","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/conheca-os-finalistas-do-5-premio-abeu-3833257.jpg"" style=""float:left; width:50%"" />A Associação Brasileira de Editoras Universitárias divulgou nesta terça-feira, 1º de outubro, os finalistas do 5º Prêmio ABEU. Essa premiação objetiva incentivar a qualificação das edições das casas editoriais universitárias, bem como fomentar a produção técnico-científica, em relação tanto à excelência dos conhecimentos veiculados pelos títulos quanto à concepção estética das edições. Um dos finalistas à categoria de Ciências Humanas é o livro <em><strong>A cadeia secreta: Diderot e o romance filosófico</strong></em> do Professor Titular do Departamento de Filosofia <strong>Luíz Fernando Franklin de Mattos </strong>publicado pela Editora Unesp. Também finalista do prêmio na categoria Tradução, está a obra de <strong>René Descartes, Discurso do método & Ensaios,</strong> organizada, editada e introduzida pelo Professor Titular do Departamento de Filosofia da USP <strong>Pablo Rubén Mariconda</strong>, presidente da Scientiae Studia.</p>

<p><strong>Os vencedores de cada categoria serão conhecidos durante a cerimônia de entrega do Prêmio, no dia 22 de novembro, às 18h, no teatro da Unibes Cultural, R. Oscar Freire, 2500, Sumaré, São Paulo, SP.</strong></p>

<p>Saiba mais sobre a premiação: <a href=""https://www.abeu.org.br/farol/abeu/blog/abeu/conheca-os-finalistas-do-5-premio-abeu/77007"">https://www.abeu.org.br/farol/abeu/blog/abeu/conheca-os-finalistas-do-5-premio-abeu/77007</a></p>

<p>Saiba mais sobre as obras:</p>

<p><strong>- A cadeia secreta - Diderot e o romance filosófico</strong>: <a href=""http://editoraunesp.com.br/catalogo/9788539307296,a-cadeia-secreta"">http://editoraunesp.com.br/catalogo/9788539307296,a-cadeia-secreta</a><br />
<strong>- Discurso do método & Ensaios:</strong> <a href=""http://editoraunesp.com.br/blog/obra-capital-de-descartes-ganha-traducao-acrescida-dos-ensaios-originais"">http://editoraunesp.com.br/blog/obra-capital-de-descartes-ganha-traducao-acrescida-dos-ensaios-originais</a></p>
"
"2141","Resultado da eleição discente","2","<p>Caras e Caros</p>

<p>A título de informação, segue abaixo a mensagem que acabo de enviar aos pós-graduandos pelo sistema de votação usp. também segue tabela do resultado.</p>

<p> Caras pós-graduandas e caros pós-graduandos</p>

<p>Segue o resultado da eleição  dos representantes discentes de pós-graduação junto a Comissão de Gestão - CG PROEX do Programa de Pós-Graduação em Filosofia da Faculdade de Filosofia, Letras e Ciências Humanas da USP.</p>

<p>De acordo com os critérios estabelecidos no edital, a composição dos membros será:</p>

<p>Ricardo Mari Neto - Número USP: 9169982 - Titular<br />
Gabriel Petrechen Kugnharski  -Número USP: 9186599 - Suplente</p>

<p><strong>Apuração</strong></p>

<p>Eleição dos representantes discentes de pós-graduação junto a Comissão de Gestão - CG PROEX do Programa de Pós-Graduação em Filosofia da Faculdade de Filosofia, Letras e Ciências Humanas da USP</p>

<p> </p>

<table border=""1"" cellpadding=""0"" cellspacing=""0"" style=""width:86.72%"">
	<tbody>
		<tr>
			<td style=""width:91.7%"">
			<p>Ricardo Mari Neto -Número USP: 9169982</p>
			</td>
			<td style=""width:7.08%"">
			<p><strong>41</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:91.7%"">
			<p>Gabriel Petrechen Kugnharski-Número USP: 9186599</p>
			</td>
			<td style=""width:7.08%"">
			<p><strong>26</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:91.7%"">
			<p>Lutti Mira Salineiro-Número USP: 8983360</p>
			</td>
			<td style=""width:7.08%"">
			<p><strong>26</strong></p>
			</td>
		</tr>
		<tr>
			<td style=""width:91.7%"">
			<p>Branco</p>
			</td>
			<td style=""width:7.08%"">
			<p>27</p>
			</td>
		</tr>
		<tr>
			<td style=""width:91.7%"">
			<p>NULO</p>
			</td>
			<td style=""width:7.08%"">
			<p>0</p>
			</td>
		</tr>
		<tr>
			<td style=""width:91.7%"">
			<p>BRANCO</p>
			</td>
			<td style=""width:7.08%"">
			<p>47</p>
			</td>
		</tr>
	</tbody>
</table>
"
"2136","Inscritos para representantes discentes de pós-graduação para compor a Comissão de Gestão - CG PROEX","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/eleicoes/comunicado%20inscritos%20para%20representante%20discente%2002-2019.pdf"" target=""_blank"">Baixar comunicado</a></p>

<p>Nos termos da portaria nº 02/2019, de 20/09/2019, comunicamos as inscrições deferidas:</p>

<p><strong>Inscrição por chapa:</strong></p>

<ul>
	<li>Nome completo (titular): Gabriel Petrechen Kugnharski - Número USP: 9186599<br />
	Nome completo (suplente): Lutti Mira Salineiro - Número USP: 8983360</li>
</ul>

<p><strong>Inscrição Individual:</strong></p>

<ul>
	<li>Nome completo (titular): Ricardo Mari Net - Número USP: 9169982</li>
</ul>
"
"2134","Edital de Eleição para Representante Discente da Pós-graduação - PORTARIA CCP/USP Nº 002/2019, de 20/09/2019","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/posgraduacao/eleicoes/edital%20representante%20discente.pdf"">Baixar portaria</a></p>

<p> </p>

<div class=""rtejustify""><big><strong>PORTARIA CCP/USP Nº 002/2019, de </strong>20/09/2019.</big></div>

<div class=""rtejustify""> </div>

<div class=""rtejustify rteindent3"">Dispõe sobre a eleição dos <strong>representantes discentes de pós-graduação </strong>para compor a Comissão de Gestão -  CG PROEX do Programa de Pós-Graduação em Filosofia da Faculdade de Filosofia, Letras e Ciências Humanas da USP.<br />
 </div>

<div class=""rtejustify"">A Coordenação do Programa de Pós-Graduação em Filosofia da Faculdade de Filosofia, Letras e Ciências Humanas - FFLCH, usando de suas atribuições legais, baixa a seguinte<br />
<strong>Portaria:</strong><br />
<strong>Artigo 1º </strong>- A escolha desta representação discente de pós-graduação processar-se-á, nos termos da Seção II do Capítulo II do Regimento Geral, em uma única fase, <strong>no dia </strong>25/09/2019<strong> das</strong> 10 <strong>h às </strong>22 <strong>h, </strong>por meio de sistema eletrônico de votação e totalização de votos.<br />
<strong>Artigo 2º</strong> - A eleição será supervisionada por Comissão Eleitoral, composta paritariamente por 01 docente, 01 funcionário e 01 discente de pós-graduação.<br />
<strong>§ Único - </strong>A Comissão Eleitoral será composta por: Prof. Dr. Carlos Eduardo de Oliveira, Marie Márcia Pedroso e Daniel Arvage Nagase.<br />
<strong>Artigo 3º </strong>- Poderão votar e ser votados os alunos regularmente matriculados no Programa de Pós-Graduação em Filosofia da FFLCH-USP.<br />
<strong>Artigo 4º</strong> - Os assentos a serem preenchidos na Comissão Gestão – CG PROEX são:</div>

<ul>
	<li class=""rtejustify"">01 representante discente de pós-graduação (titular)</li>
	<li class=""rtejustify"">01 representante discente de pós-graduação (suplente)</li>
</ul>

<div class=""rtejustify""><strong>Artigo 5º</strong> - O eleitor poderá votar, no máximo, no número de alunos especificados no artigo 4º desta Portaria, dentre seus pares.<br />
<strong>Artigo 6º </strong>- Cessará o mandato do representante discente que deixar de ser aluno regular de pós-graduação no Programa de Pós-Graduação em Filosofia.<br />
 <br />
<strong>DA INSCRIÇÃO</strong><br />
<strong>Artigo 7º </strong>- O pedido de inscrição individual ou por chapa dos candidatos, formulado por meio de requerimento <em>on-line</em> pelo endereço eletrônico <a href=""http://filosofia.fflch.usp.br/posgraduacao/eleicaodiscente"">http://filosofia.fflch.usp.br/posgraduacao/eleicaodiscente</a>, no período de 23 a 24 de setembro de 2019 até às 18hs do dia 24/09/2019.<br />
<strong>§ 1º</strong> - Os pedidos de inscrição que estiverem de acordo com as normas estabelecidas por esta Portaria serão deferidos pela Coordenação do Programa de Pós-Graduação em Filosofia.<br />
<strong>§ 2º</strong> - O quadro dos candidatos cuja inscrição tiver sido deferida será divulgado na página <a href=""http://www.filosofia.fflch.usp.br/"">www.filosofia.fflch.usp.br</a>  a partir 19 hs de  24/09/2019.<br />
<strong>§ 3º</strong> - Os nomes nas cédulas serão exibidos por ordem alfabética dos candidatos.<br />
 <br />
<strong>DA VOTAÇÃO E TOTALIZAÇÃO ELETRÔNICA</strong><br />
 <br />
<strong>Artigo 8º </strong>- O Sistema de Votação da USP encaminhará aos eleitores, no dia 25/09/2019 em seu e-mail principal cadastrado nos Sistemas USP, o endereço eletrônico do sistema de votação e a senha de acesso com a qual o eleitor poderá exercer seu voto.<br />
<strong>§ 1º </strong>- Os alunos de pós-graduação deverão estar com endereço principal cadastrado no Sistema Janus atualizado, o que é de responsabilidade do próprio eleitor.<br />
<strong>Artigo 9º </strong>- O sistema eletrônico contabilizará cada voto, assegurando-lhe o sigilo e a inviolabilidade.<br />
 <br />
<strong>DOS RESULTADOS</strong><br />
 <br />
<strong>Artigo 10</strong> - A totalização dos votos da eleição será divulgada na página filosofia.fflch.usp.br, no dia 26/09/2019, a partir das 14hs sendo considerados eleitos os candidatos mais votados.<br />
<strong>Artigo 11</strong> - Ocorrendo empate de votos, serão obedecidos, sucessivamente, os seguintes critérios de desempate:<br />
I - o aluno mais idoso;<br />
II - o maior tempo de matrícula na USP.<br />
<strong>Artigo 12</strong> - Dos resultados da eleição cabe recurso, sem efeito suspensivo, no prazo de três dias úteis, após a divulgação referida no artigo 10 <em>supra</em>.<br />
<strong>§ 1º</strong> - O recurso a que se refere o <em>caput</em> deste artigo deverá ser encaminhado à Coordenação do Programa de Pós-Graduação, até às 17 hs do dia 26/09/2019 e será decidido pela Coordenação.<br />
<strong>§ 2º</strong> - A decisão sobre os eventuais recursos será divulgada na página <a href=""http://www.filosofia.fflch.usp.br/"">www.filosofia.fflch.usp.br</a>, no dia 26/09/2019.<br />
<strong>§ 3º - </strong>O mandato dos eleitos acompanhará o mandato da Coordenação de Pós-Graduação em Filosofia.<br />
<strong>Artigo 13</strong> - Os casos omissos nesta Portaria serão resolvidos pela Comissão Coordenadora do Programa.<br />
<strong>Artigo 14</strong> - Esta Portaria entra em vigor na data de sua divulgação.<br />
 <br />
 </div>

<div class=""rteright""><strong>São Paulo, 20 de setembro de 2019</strong></div>
"
"2127","Em celebração aos 90 anos do Professor Newton da Costa","2","<p class=""rtejustify"">Segunda-feira, dia 16/09/2019, o Departamento de Filosofia e o Departamento de Línguística organizaram a ""<a href=""http://filosofia.fflch.usp.br/eventos/2125"">JORNADA EM COMEMORAÇÃO AOS 90 ANOS DO PROFESSOR NEWTON DA COSTA</a>"" com a participação dos docentes Cassiano Terra Rodrigues (ITA), Edelcio Gonçalves (Filosofia/USP), Jean-Yves Beziau (UFRJ), Julio Stern (IME/USP), Marcelo Finger (IME/USP), Marcos Lopes (Linguística/USP) e Rodrigo Bacellar (Filosofia/USP). Também em razão dessa celebração, o professor Jean-Yves Beziau (UFRJ) cuidou de coletar felicitações (disponível em: <a href=""https://sites.google.com/view/nca90/happy-birthday"" target=""_blank"">https://sites.google.com/view/nca90/happy-birthday</a>) de colegas e amigos que trilharam o caminho junto ao professor em ao longo de sua história de vida. Em resposta a este gesto, seguem-se as palavras de agradecimento do professor Newton:</p>

<p class=""rtejustify""> </p>

<blockquote>
<p class=""rtejustify"">Como Professor do Departamento de Filosofia da USP, atuei vários anos, que foram os mais felizes de minha vida de professor e de pesquisador. Isto se deu pelas mais diversas razões, dentre as quais destaco as seguintes: 1) O excelente nível de meus colegas de departamento e a boa vontade que sempre tiveram para com minha pessoa; 2) Os numerosos alunos e discípulos que tive a honra de ter e que nos conduziu a um excelente grau de ensino e de pesquisa em lógica e teoria da ciência, com repercussão internacional; 3) O papel desempenhado por muitos dos egressos de nossa pós-graduação em várias instituições brasileiras e do exteior, no tocante à filosofia da ciência e à lógica.</p>

<p class=""rtejustify"">Costumo dizer que minha estada em nosso Departamento de Filosofia foi, para mim, como que um sonho, tornando possível que eu concretizasse muitos do que tenho realizado em lógica e em filosofia da ciência.</p>

<p class=""rtejustify"">Quero agradecer ao amigo e ex-orientando Edelcio de Souza e a todos que tornaram esta reunião possível, a qual muito me comoveu.</p>

<p class=""rtejustify"">Que nosso Departamento continue sendo para muitos o que foi para mim: ajudou-me a transformar muitos de meus sonhos em realidades, como diria Pierre Curie, quem afirmou: <em>""Pour faire de la science, il faut faire de la vie un rêve et d'un rêve réalité""</em>.</p>

<p class=""rteright"">     Muito obrigado.</p>

<p class=""rteright""> </p>

<p class=""rteright"">     Newton C. A. da Costa</p>
</blockquote>
"
"2049","Nota de falecimento da Profa. Diva Bárbaro Damato ","2","<p class=""rtejustify""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/docentes/memoria/diva-barbaro-damato.jpg"" style=""float:left; margin-left:10px; margin-right:10px; width:150px"" />Em 08/07/2019, faleceu Diva Bárbaro Damato, professora aposentada do Departamento de Letras Modernas de nossa Faculdade. Durante vários anos, nas décadas de 70 e 80, Diva foi uma das docentes responsáveis por ministrar as disciplinas Francês Instrumental I e II em nosso Departamento. Naquele momento, a bibliografia de nosso curso ainda era, em virtude da própria história da fundação da Faculdade, predominantemente em Francês, o que fez dessas disciplinas, embora optativas, motivo de grande interesse e procura pelos estudantes. Assim que saíam do primeiro ano, cumpridas suas disciplinas obrigatórias, a maioria deles se matriculava nessas duas matérias, para adquirir alguma desenvoltura na leitura dos textos, não somente de comentadores, como também de vários filósofos, visto que naquela época poucas eram ainda as boas traduções de muitos de seus textos. E o que conseguiam, muitas vezes, mais do que domínio instrumental de uma língua estrangeira, era uma experiência viva e vibrante de ensino e aprendizado. Dotada de notável memória, Diva, embora diante de classes numerosas, dirigia-se a todos os seus alunos pelo nome. Sabia distinguir e levar em conta suas diferentes capacidades de apreensão da língua, dando a todos, na medida do possível, tratamento específico. Era mestra em aliar, ao processo inevitavelmente técnico e possivelmente enfadonho de transmissão de regras gramaticais e expressões idiomáticas, comentários atraentes e bem-humorados sobre a cultura francesa, sempre em associação ao texto que então se lia em sala de aula. Suas aulas eram ao mesmo tempo sistemáticas, sérias e agradáveis. Percebia-se, em suma, seu amor pelo ensino. Este Departamento tem, para com ela, uma dívida de gratidão.</p>

<p> </p>
"
"2045","Dinter em Filosofia realiza seminário de pesquisa em SP","2","<p class=""rtejustify""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/dinter.png"" style=""float:left; margin-left:10px; margin-right:10px; width:50%"" />O doutorado interinstitucional (Dinter) em Filosofia, entre Ufac e Universidade de São Paulo (USP), realizou o 2º Seminário de Pesquisa, de 24 a 28 de junho, na Faculdade de Filosofia, Letras e Ciências Humanas da USP. Foram apresentados trabalhos de pesquisa (projetos de tese) dos doutorandos, com a presença e participação dos professores do programa.</p>

<p class=""rtejustify"">Para os coordenadores do Dinter, Carlos Eduardo de Oliveira (USP) e João Silva Lima (Ufac), essa atividade foi marcada pelo comprometimento e seriedade acadêmica de todos, elevando ainda mais as expectativas e os compromissos com o programa interinstitucional apoiado pela Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes).</p>
"
"2008","Edital do Programa de Pós-Graduação em Filosofia para ingresso no Ano de 2020","2","<p>Caros(as) interessados(as),</p>

<p>já se encontra disponível o Edital do Programa de Pós-Graduação em Filosofia para ingresso no Ano de 2020</p>

<p><strong>Saiba mais:</strong> <a href=""http://filosofia.fflch.usp.br/posgraduacao/processoseletivo"">http://filosofia.fflch.usp.br/posgraduacao/processoseletivo</a></p>
"
"1996","Aluno de pós-graduação em Filosofia lança livro de contos premiado no Programa Nascente","2","<p>Lançamento da obra <em>Um corpo divisível </em>de Paulo Abe, uma autoficção sobre ser gêmeo. Em 2018, com a inscrição de 4 dos 10 textos do livro, o autor foi um dos vencedores na categoria Texto da 27ª edição do Programa da Pró-Reitoria de Cultura e Extensão Universitária.</p>

<p><strong>Obra: </strong>Um corpo divisível<br />
<strong>Autor:</strong> PAULO ABE<br />
<strong>Editora Penalux</strong></p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/pauloabe.jpg"" style=""width:70%"" /></p>

<p>O evento de lançamento do livro Um corpo divisível, Editora Penalux, acontece na próxima segunda-feira, dia 24 de junho, às 18h, na Casa Elefante, localizada na Rua Dr. Cesário Mota Júnior, 277 – sobreloja – Vila Buarque, São Paulo (próxima às estações República e Santa Cecília do metrô).</p>

<p><strong>Saiba mais:</strong> <a href=""https://www.fflch.usp.br/1468"">https://www.fflch.usp.br/1468</a></p>
"
"1985","Circ.CoPGr/48/2019  e Circ. CoPGr/49/2019","2","<p><strong>A pedido do Prof. Carlos G. Carlotti Jr., Pró-Reitor de Pós-Graduação da USP, segue comunicado do Comitê Gestor do Programa Institucional de Internacionalização - CAPES – PrInt e os Resultados Preliminares dos Editais do PrInt nas Circulares (Circ.CoPGr/48/2019  e Circ. CoPGr/49/2019). </strong></p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/print/CircularCoPGr_482019_Print.pdf"">Circ.CoPGr/48/2019</a><br />
<img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; opacity:0.9; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/print/CircularCoPGr_492019_Print_Resultado_Parcial.pdf"">Circ. CoPGr/49/2019</a></p>

<p> </p>

<p><strong>Disponível em: </strong></p>

<ul>
	<li><a href=""https://sites.usp.br/print/"">https://sites.usp.br/print/</a></li>
	<li>links: <a href=""http://www.prpg.usp.br/attachments/article/5793/CircularCoPGr_482019_Print.pdf"">http://www.prpg.usp.br/attachments/article/5793/CircularCoPGr_482019_Pri...</a></li>
	<li><a href=""http://www.prpg.usp.br/attachments/article/5795/CircularCoPGr_492019_Print_Resultado_Parcial.pdf"">http://www.prpg.usp.br/attachments/article/5795/CircularCoPGr_492019_Pri...</a></li>
</ul>
"
"1964","Circ.CoPGr/47/2019 - Resultados e Instruções PDSE - 10/06/2019","2","<p>Aos alunos selecionados para o programa PDSE - PrInt/USP 2019, </p>

<p>a Pró-Reitoria de Pós-graduação comunica em circular informações para adequação, quando for o caso, das bolsas selecionadas. Aos que tiverem pendências, entrar em contato com o Departamento de Filosofia.</p>

<p><br />
<img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/print/ComunicadoPDSE.pdf"">Comunicado</a></p>

<p><br />
<a href=""http://www.prpg.usp.br/attachments/article/5787/CircularCoPGr_472019_Print.pdf"">http://www.prpg.usp.br/attachments/article/5787/CircularCoPGr_472019_Pri...</a><br />
<a href=""https://sites.usp.br/print/"">https://sites.usp.br/print/</a></p>

<p>Para maiores esclarecimentos entrar em contato pelo e-mail <a href=""mailto:print@usp.br"">print@usp.br</a></p>
"
"1914","Comunicado CAPES sobre ajuste de bolsas do PrInt/USP","2","<p>a quem possa interessar,</p>

<p>em Ofício à Pró-Reitoria de Pós-Graduação, a CAPES comunicou alterações no cronograma de execução do Programa de Internacionalização que poderão ocasionar ajustes, ou mesmo inviabilizar candidaturas em Editais PrInt/USP. Consulte comunicado:</p>

<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/print/Comunicado_CAPESPRINT_Ajuste%20de%20bolsas.pdf"" target=""_blank"">Comunicado</a> </p>

<p><a href=""http://www.prpg.usp.br/attachments/article/5763/Comunicado_CAPESPRINT_Ajuste%20de%20bolsas.pdf"">http://www.prpg.usp.br/attachments/article/5763/Comunicado_CAPESPRINT_Ajuste%20de%20bolsas.pdf</a> <br />
<a href=""https://sites.usp.br/print/"">https://sites.usp.br/print/</a></p>

<p>Para maiores esclarecimentos entrar em contato pelo e-mail <a href=""mailto:print@usp.br"">print@usp.br</a></p>

<p><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/capesprint1.jpg"" target=""_blank""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/capesprint1.jpg"" style=""float:left; margin-bottom:10px; margin-top:10px; width:20%"" /></a> <a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/capesprint3.jpg"" target=""_blank""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/capesprint3.jpg"" style=""margin-bottom:10px; margin-top:10px; width:20%"" /></a><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/capesprint2.jpg"" target=""_blank""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/principal/temporario/capesprint2.jpg"" style=""float:left; margin-bottom:10px; margin-top:10px; width:20%"" /></a></p>
"
"1907","Circ.CoPGr/41/2019","2","<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> <strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/print/Comunicado_15052019_%20Comunidade%20USP.pdf"">Circ.CoPGr/41/2019  </a>  </strong></p>

<p> </p>

<p class=""rtejustify""><strong>Circ.CoPGr/41/2019                                                                              São Paulo, 15 de maio de 2019.</strong></p>

<p class=""rtejustify""><strong>CGCJ/lzp</strong></p>

<p class=""rtejustify"">  </p>

<p class=""rtejustify""><strong>À Comunidade de Pós-Graduação da USP,</strong></p>

<p class=""rtejustify""> </p>

<p class=""rtejustify"">Com o objetivo de manter toda a nossa comunidade informada sobre assuntos relevantes, faço os seguintes esclarecimentos:</p>

<p class=""rtejustify""><strong>01 – Bolsas CAPES</strong></p>

<p class=""rtejustify"">Para os Programas com conceitos 3, 4 e 5, as bolsas que aguardavam indicações de bolsistas no mês de maio de 2019 não mais constam no sistema, esta ação representou para a USP a suspensão de 146 de bolsas de mestrado e 183 de doutorado, 329 bolsas no total. Para os próximos meses as substituições de bolsistas poderão ocorrer sem restrições, mas recomendo que os coordenadores adequem as saídas e entradas de bolsistas.</p>

<p class=""rtejustify"">A CAPES financia atualmente na USP cerca de 7768 bolsas e contamos ainda com aproximadamente 2646 bolsas da FAPESP e 2584 do CNPq, total de 12998 bolsas.</p>

<p class=""rtejustify"">Não haverá redução de bolsas em Programas com conceitos 6 e 7;</p>

<p class=""rtejustify"">Segundo informação de documento do Foprop (Fórum de Pró-reitores), após reunião com a Capes na última semana, mas ainda não oficializada, os Programas com conceitos 3 e 4 poderão ter novos cortes, mas estamos aguardando confirmação.</p>

<p class=""rtejustify""><strong>02 – Custeio CAPES</strong></p>

<p class=""rtejustify"">Não haverá redução do PROAP e do PROEX, provavelmente a transferência será realizada em duas parcelas, sendo a primeira neste mês e a segunda no segundo semestre de 2019, considerando que o PROAP foi prorrogado.</p>

<p class=""rtejustify""><strong>03 – Convênio PrInt USP/CAPES</strong></p>

<p class=""rtejustify"">No mesmo documento do Foprop citado acima, foi ventilada a diminuição do valor atual do Print, mas a informação é preliminar e aguardamos confirmação da Capes provavelmente até o final desta semana. Os editais do PrInt que seriam divulgados pela PRPG esta semana aguardarão a posição da agencia.</p>

<p class=""rtejustify"">Reitero, como fiz em comunicado anterior, que os alunos que estão recebendo bolsas não sofrerão nenhuma suspensão de pagamento.</p>

<p class=""rtejustify"">A PRPG reconhece a tradicional posição de destaque da Capes no financiamento e avaliação da Pós-graduação no Brasil e tem mantido contato frequente com a agencia para demonstrar a importância da manutenção do financiamento do setor.</p>

<p class=""rtejustify"">A manutenção do fomento para a Pós-Graduação é o objetivo de todos nós.</p>

<p class=""rtejustify"">  </p>

<p class=""rtejustify"">Atenciosamente,</p>

<p class=""rtecenter""> </p>

<p class=""rtecenter""><strong>Carlos G. Carlotti Jr.</strong></p>

<p class=""rtecenter"">Pró Reitor de Pós-Graduação</p>
"
